ID,prompt,response,label,lang,augment_type
30077,brick,Dawning,1,,didnt understand different dataset
1187,stone,church,0,english,
85,nuclear box,build,0,english,
2136,box,CAT BED,0,english,
120,hair dryer,I'm giving up,1,,dont know
1223,stone,ston,1,,strip
119,knife,take hostage,1,,strip
60000,brick,Breaking the Glass,0,english,
120,hair dryer,I'm giving up,1,,dont know
282,belt,Whisk,0,english,
68,hair dryer,keep warm,0,english,
145,belt,tournier,1,english,
20051,rope,tie a box onto the top of the car,0,english,
30025,brick,planting more trees,1,,didnt understand different dataset
287,nuclear box,Crafts the figure,0,english,
79,nuclear box,mezquit totterish ribskin,1,,random multi word
131,stone,Oall up,1,,mispell
73435,brick,constr,1,,strip
9,lighter,turn on a stove or candle,0,english,
165,nuclear box,Empty as a replacement for a bowl,0,english,
458992,can,to make a pot,0,english,
2047,box,learning,0,english,
105,bottle,Energy drinks container,0,english,
450825,can,to make a pot,0,english,
118,basket,Group Amplification Systems,1,,didnt understand different dataset
54,flute,cleaning,0,english,
39,box,mov,1,,strip
19,wardrobe,set up,0,english,
22,shovel,let your peers know,1,,didnt understand different dataset
85,coat hangers,convert sign language to speech,1,,didnt understand different dataset
49,nuclear box,Glida aQd aeep something in it,1,,mispell
294,hair dryer,blow dry clothes dry,0,english,
58,stone,BuilU qome,1,,mispell
30104,brick,tdephlegmatorypping todephlegmatorydery dephlegmatory psychrometer mutilatory,1,,random multi word
30107,brick,paving stone,0,english,
2169,box,building a fort,0,english,
1027,barrel,Fill with homemade liqueur,0,english,
15512,can,granma,1,,random multi word
170,knife,to open,0,english,
54,bottle,to store water,0,english,
10235,brick,"Not sure, lol.",1,,dont know
29,trumpet,Blow through ai,1,,strip
30086,brick,A paper weight,0,english,
236,nuclear box,polychotomy,1,,random multi word
30,wardrobe,for dis,1,,strip
10018,brick,Make a traffic lights network with internet of things,1,,didnt understand different dataset
357,fork,jabs,0,english,
138,hair dryer,tub into,1,,strip
374158,can,Like a vase or flower pot or some seedlings.,0,english,
10,wardrobe,put things on it,0,english,
450825,can,I give up.,1,,dont know
20134,rope,holding things d,1,,strip
48,stone,Street,0,english,
399,fork,text to speech apps,1,,didnt understand different dataset
145,hair dryer,murder,0,english,
9,lighter,I'm giving up,1,,dont know
3,box,opening,0,english,
1152,stone,I've had enough lol,1,,dont know
30,coat hangers,Appendipantaloni,0,english,
205,nuclear box,Target exercise,0,english,
286,nuclear box,"Provide alternative fast and efficient long distance travelling methods, or improve existing ones such as international trians",1,,didnt understand different dataset
10102,knife,investing in better technology,1,,didnt understand different dataset
2085,rope,exercise w,1,,strip
298,hair dryer,Fo,1,,strip
96,nuclear box,use of portable crates,1,,didnt understand different dataset
25,tire,minmesoplasthmesoplastssimesoplastn mesoplast bicycle to work,1,,random multi word
20,basket,Chicken egg holder,0,english,
30006,brick,list more creative ideas of how to use a then I am on this computer,1,english,
54,shovel,dig out flowers,0,english,
30024,brick,Classes where they can learn to improve their speech,1,,didnt understand different dataset
20044,rope,giveaways for use of public transportation,1,,didnt understand different dataset
276,belt,tmucinogenkingly mucinogen box/box,1,,random multi word
56,box,"I have no idea, lol.",1,,dont know
44,flute,"idc anymore, RIP.",1,,dont know
576396,brick,I'm exhausted with this.,1,,dont know
30,stone,window,0,english,
160,wheelbarrow,Go shopping ,1,,strip
416286,can,dogs.,1,english,
101342,brick,For building a hou,1,,strip
10097,brick,outline of a pathway,0,english,
20136,box,promote the use of returnable bottles,1,,didnt understand different dataset
55,stone,Strain,0,english,
7,wheelbarrow,Displacement,0,english,
339220,can,flower vase,0,english,
2,saw,encouraging lift clubs,1,,didnt understand different dataset
648,stone,"Not sure, lol.",1,,dont know
281,nuclear box,jam,0,english,
23,brick,I'm tired of this task.,1,,dont know
30044,brick,for lifting weights,0,english,
10082,brick,roaMs,1,,mispell
286,nuclear box,"idk, man",1,,dont know
253,nuclear box,Treasure chest,0,english,
30017,brick,way down something with,0,english,
60000,brick,"I'm not sure, lol.",1,,dont know
109,nuclear box,"Implement smart waste bins equipped with sensors that detect when the bin is full, leading to timely emptying and reducing overflow. Additionally, integrate separate compartments for recyclables and general waste to encourage proper waste segregation.",1,,didnt understand different dataset
283,nuclear box,"idk, sorry mate",1,,dont know
1398,stone,path,0,english,
241,nuclear box,Musical instrument,0,english,
14,lighter,light up a cigarette,0,english,
10118,brick,Education - to not drive if tired or not sober,1,,didnt understand different dataset
178,hair dryer,As a wind machine,0,english,
409,stone,construction worker,0,english,
66,knife,bandboxical in,1,,random multi word
2061,rope,unoutspeakable gippo,1,,random multi word
20032,rope,Jump roping,0,english,
32,hat,microjoule in the head,1,,random multi word
76,wheelbarrow,make them from non plastic materials,1,,didnt understand different dataset
2164,rope,necklace,0,english,
20018,box,mat,1,,strip
11,trumpet,ballast,1,,random multi word
422,fork,peck,0,english,
267,nuclear box,dighter,1,,random multi word
2789,hat,,1,,strip
120,hair dryer,yry glue,1,,mispell
175,hair dryer,nsil polisp,1,,mispell
114,stone,Building,0,english,
30093,brick,"you can use as a stopper""",0,english,
30037,brick,construction for a house,0,english,
31,nuclear box,lemans,1,,random multi word
116,basket,uruit bowe,1,,mispell
2033,box,godiva aristotle unattentive,1,,random multi word
72,shovel,having someone to assist,1,,didnt understand different dataset
2123,box,sled,0,english,
30120,brick,Use it as a paper weight,0,english,
108,lighter,Turn on cigarettes,0,english,
1488,stone,reive,1,,random multi word
10128,brick,"make a driveway, walkway",0,english,
44,nuclear box,jewelry,0,english,
118,tin cans,decor,0,english,
2085,rope,exercise with it,0,english,
30054,brick,us as a ,1,,strip
112,nuclear box,for crafting,0,english,
172,belt,PanTs,1,,mispell
168,hair dryer,Dry skin#,0,english,
386,stone,street,0,english,
185,wheelbarrow,Book races,0,english,
26,pea,toxicophagous,1,,random multi word
20107,box,iontainer,1,,mispell
28,brick,Horn,0,english,
7,book,I'm tired of this task.,1,,dont know
385609,can,idc anymore,1,,dont know
30036,brick,you can use it to build a house,0,english,
58,stone,Pawn,0,english,
89,tire,to roll,0,english,
2052,box,forfairn cerographer,1,,random multi word
30042,brick,holder,0,english,
31,tin cans,Using it is a blackboard,0,english,
1025,barrel,contain liqueur,0,english,
128,wheelbarrow,Transportation,0,english,
9,tongs,apple fined for fire,1,,didnt understand different dataset
205,wheelbarrow,To roll,0,english,
2123,box,sl,1,,strip
458715,brick,"throwj weapoK,",1,,mispell
412193,can,as an ashtray,0,english,
289,fork,Kloten with Baptists,1,english,
163,nuclear box,As a saucepan,0,english,
80,table,h,1,english,
10194,brick,sink it in water,0,english,
2160,rope,Country-Cross long range (electric) train system (electric from green energy source or Nuclear with modern design),1,,didnt understand different dataset
100,tin cans,recycling,0,english,
39,wheelbarrow,factories away from city centers,1,,didnt understand different dataset
10056,brick,xastle,1,,mispell
732,brick,a house,0,english,
9,paprika,Eat raw#,0,english,
164,wheelbarrow,Agricultural machine,0,english,
1012,barrel,Kine contaiher,1,,mispell
409,fork,"Vehicle scan for recurring patterns on the road beneath the vehicle, notify the driver when the pattern changes.",1,,didnt understand different dataset
1217,stone,street worker,0,english,
200,wheelbarrow,GardenBng,1,,mispell
294,nuclear box,Use as a ballpoint pen holder,0,english,
538647,can,container,0,english,
179,hair dryer,To dry the pants,0,english,
10158,brick,mailbox,0,english,
44,knife,ckt hair,1,,mispell
41,bed,TV,1,english,
44,bed,Napkin make3n,1,english,
236,nuclear box,headgear,0,english,
267,nuclear box,Electric bike/scooter rental with solar powered stations,1,,didnt understand different dataset
80,bottle,hold liquids,0,english,
230,belt,Climb pants,0,english,
10096,brick,"a walkway, or patio",0,english,
166,knife,door opener,0,english,
30059,brick,"introduce a car that deativates most functions of the phone, or automatically places it on airplane mode",1,,didnt understand different dataset
150,knife,bottle opener,0,english,
222,knife,stir,0,english,
253,hair dryer,Bracelet,0,english,
122,belt,Attach,0,english,
269,hair dryer,Warm the apartment,0,english,
10,wardrobe,chirm,1,,random multi word
105,glove,take something dirty,0,english,
54819,can,to the drink,0,english,
278,wheelbarrow,omophagy ptarmical,1,,random multi word
86,bottle,"No clue, rip.",1,,dont know
40,drum,Improve ticketing systems and wait times between train cars/busses.,1,,didnt understand different dataset
75,wheelbarrow,Sort of stroller,0,english,
44,flute,bike scheme,1,,didnt understand different dataset
24,shovel,bury,0,english,
101,basket,b,1,,strip
2049,rope,handcuffs,0,english,
217,wheelbarrow,"I have no idea, lol.",1,,dont know
10001,knife,fishing,0,english,
20031,box,tampons as a hat,1,english,
43,tire,make a car move,0,english,
177,belt,To dress better an outfit (example: on dress),0,english,
10123,brick,doop stop,1,,mispell
10123,brick,alternative transportation like scooters and bikes for smaller paths,1,,didnt understand different dataset
2124,box,a home or place to sleep,0,english,
10074,brick,makF steps,1,,mispell
479,towel,to dry off,0,english,
633,brick,Support for the construction of a house,0,english,
45,brick,red,1,english,
4,violin,terrorproof,1,,random multi word
404305,can,on th,1,,strip
51,table,sit on,0,english,
543,stone,build a house,0,english,
2057,box,shel,1,,strip
145,tin cans,recycling,1,,didnt understand different dataset
2811,hat,Head,0,english,
563,towel,dry yourself,0,english,
10,brick,"idk, sorry mate",1,,dont know
14,bed,sleep,0,english,
30083,brick,Paperweight,0,english,
58,nuclear box,toy,0,english,
404305,can,focus assistance on roads,1,,didnt understand different dataset
2072,box,retund,1,,random multi word
141,nuclear box,pranks,0,english,
114,stone,Boilding,1,,mispell
190,nuclear box,throwing floor,0,english,
36376,can,represented iridocyclitis excusableness,1,,random multi word
106,stone,crumble,0,english,
710,towel,bod,1,,strip
10142,brick,trim around ,1,,strip
61,nuclear box,plant pot,0,english,
87,knife,cut the meat,0,english,
2048,rope,as a,1,,strip
10086,brick,brick oven,0,english,
608,towel,I'm tired of this task.,1,,dont know
10,knife,I'm drained,1,,dont know
4,violin,I'm not sure.,1,,dont know
212,stone,More points of entry,1,,didnt understand different dataset
2155,rope,miraclemongering,1,,random multi word
35,hat,shelter alone,0,english,
194,fork,Lo puncture something,1,,mispell
10086,brick,bWick oven,1,,mispell
10189,brick,fast degrading cups/etc,1,,didnt understand different dataset
269,wheelbarrow,Teller,1,english,
341233,can,Piggy bank,0,english,
2033,rope,use it to hold up your pants,0,english,
119,box,cardboard,1,english,
648,stone,bricklay,0,english,
2164,rope,Solar panels,1,,didnt understand different dataset
710,towel,skeeling dry,1,,random multi word
330,stone,apartment,1,english,
6,nuclear box,"I have no idea, lol.",1,,dont know
14,flute,blow in,0,english,
23,stone,Walg fUr a house,1,,mispell
15,pea,"Not sure, lol.",1,,dont know
2072,box,Home,0,english,
7,wheelbarrow,forcedness,1,,random multi word
10156,brick,"idk anymore, sorry mate",1,,dont know
60000,brick,To pull one with him.,0,english,
214,hair dryer,to warm,0,english,
7,bed,relate,1,english,
35,tongs,unpacking,0,english,
10138,knife,scrape something off,0,english,
36,stone,I'm tired of this task.,1,,dont know
152,nuclear box,"idk, sorry mate",1,,dont know
105,knife,Cut t,1,,strip
10194,knife,tunnels to travel like in futurama,1,,didnt understand different dataset
11,flute,I'm drained,1,,dont know
30083,brick,Pap,1,,strip
1631,stone,Ruild tXe office,1,,mispell
137,wheelbarrow,Move / move heavy objects in the garden,0,english,
10156,brick,buildin,1,,strip
64,stone,Street tiling,0,english,
2085,box,,1,,strip
1281,stone,away,1,english,
122,belt,To use it,1,english,
47,nuclear box,target shooting,0,english,
120,hair dryer,Dry,1,,strip
595,brick,Introduce a system so the car can monitor how distracted a driver is,1,,didnt understand different dataset
10194,knife,cut wood,0,english,
135,tin cans,adenochrome irredeemableness unpsychopathic duellers,1,,random multi word
34,wardrobe,reduce the steps present around the streets and on pavements,1,,didnt understand different dataset
2061,box,"this will prevent you to add words that were not in your ""speech""",1,,didnt understand different dataset
1764EIMÃ„152,rope,Dog on a leash,0,english,
206,stone,Masonry*,0,english,
49,trumpet,throw away,0,english,
411,stone,gardens on rooftops,1,,didnt understand different dataset
22,tongs,repabr,1,,mispell
100,nuclear box,Mouthpiec,1,,strip
33,bed,carry,0,english,
103,hair dryer,Dry cl,1,,strip
148,tin cans,Cosmetics put it,0,english,
114,knife,I'm giving up,1,,dont know
10194,brick,efficient airport design,1,,didnt understand different dataset
6,drum,play,0,english,
105,tin cans,Domain,1,english,
143,brick,"I'm over it, NGL.I don't know, sorry.",1,,dont know
223,nuclear box,Give cat lekerlis,1,english,
25933,can,encourage the development of wind farms,1,,didnt understand different dataset
174,wheelbarrow,Move child,1,,strip
124,nuclear box,Collect water,0,english,
272,knife,Interactive Apps,1,,didnt understand different dataset
30015,brick,steps,0,english,
133,wheelbarrow,Racing cart,0,english,
14,flute,pectprocleiase proclei,1,,random multi word
10,brick,"idk, sorry mate",1,,dont know
151,nuclear box,In the bathroom for make -up pins,0,english,
2076,box,idea,1,english,
30052,brick,door stopper,0,english,
1060,book,reading,0,english,
20,belt,dress,0,english,
409,fork,to cook,0,english,
20086,box,hold items,0,english,
239,wheelbarrow,Carry an,1,,strip
9,lighter,Also installation of more stair lifts in offices,1,,didnt understand different dataset
230,fork,"create city cleaning days where people get outside to collect litter, making it normal to collect other people's litter",1,,didnt understand different dataset
167,belt,Use it as a whip,0,english,
22,tongs,repair,0,english,
235,belt,Bag shoulder,0,english,
1150,stone,bWild bWildings,1,,mispell
2123,box,integration,1,,didnt understand different dataset
211,fork,peck somewhere,0,english,
18,axe,columns,1,english,
20115,rope,tiq soHeone's anklys to it,1,,mispell
21,tire,Use paper bags,1,,didnt understand different dataset
130,knife,Use recyclable plastic instead of single-use and encourage the users to recycle it afterwards with a sig on it.,1,,didnt understand different dataset
571625,can,for cutting,0,english,
14,lighter,closable undertakerlike a cigarette,1,,random multi word
60,brick,floors,0,english,
185,nuclear box,Into,1,,didnt understand different dataset
1217,stone,I'm tired of this.,1,,dont know
45,trumpet,idk anymore,1,,dont know
330,stone,toprope,1,,random multi word
10,knife,give everyone a board to write the questions/answers,1,,didnt understand different dataset
1177,stone,bricklay,0,english,
30006,brick,put together to build something,0,english,
11,tongs,to store,0,english,
322,fork,"I'm giving up, lmao.",1,,dont know
14,lighter,light up a candle,0,english,
283,nuclear box,solander,1,,random multi word
2025,rope,tug of war,0,english,
20031,box,accessories,0,english,
129,hair dryer,Suicide in the bathtub,0,english,
1223,stone,overdiffusely,1,,random multi word
127,wheelbarrow,To relocate,0,english,
23,wardrobe,"I'm giving up, lmao.",1,,dont know
26,chair,sapidity,1,,random multi word
30,book,br,1,,strip
363,fork,cyphellate shuswap,1,,random multi word
10230,knife,flatten tires,0,english,
40,chair,I'm exhausted with this.,1,,dont know
2053,rope,clothing,0,english,
131515,can,"idk anymore, sorry man.",1,,dont know
10144,knife,rob s,1,,strip
80,tin cans,Establish old things we no longer use,0,english,
124,nuclear box,"I'm over it, NGL.I don't know, sorry.",1,,dont know
26,pea,s,1,,strip
165,nuclear box,"Can't say, sry.",1,,dont know
30020,brick,use as a weapon,0,english,
14,flute,I'm drained,1,,dont know
118,belt,Rop,1,,strip
2104,box,Fort,0,english,
2183,box,stool,0,english,
44,knife,dustrag,1,,random multi word
162,belt,rope to attach stuff,0,english,
15,pea,buy on the market,0,english,
3,book,Educati,1,,strip
547765,brick,to build something,0,english,
193,hair dryer,ventilator,0,english,
260,stone,to build,0,english,
120,hair dryer,quadrigeminum wet laundry,1,,random multi word
52,table,sit,1,,strip
37,saw,sSw,1,,mispell
10,shovel,"Can't say, sry.",1,,dont know
215,nuclear box,"I'm over it, NGL.I don't know, sorry.",1,,dont know
85,stone,Electric cars,1,,didnt understand different dataset
1051,barrel,conenisher,1,english,
14,book,I'm not sure.,1,,dont know
2177,rope,"I have no idea, lol.",1,,dont know
2047,box,learniWg,1,,mispell
80,tin cans,provide the automatic machine to recycle single-use plastic after ever,1,,didnt understand different dataset
29,nuclear box,as a flower vase,0,english,
41,saw,unexasperated neurocardiac,1,,random multi word
206,stone,ytterbous*,1,,random multi word
45,brick,ribbers,1,,random multi word
175,hair dryer,nail polish,0,english,
1278,stone,fence,0,english,
1,table,write on,0,english,
199,wheelbarrow,Works,1,english,
239,hair dryer,warm up hands,0,english,
20036,rope,laater,1,,mispell
55,nuclear box,for a cordon phone,0,english,
546,stone,cincrete,1,,mispell
416,stone,incentives for people who pollute less for example using electric cars,1,,didnt understand different dataset
32,nuclear box,I'm drained,1,,dont know
10150,brick,making houses,0,english,
185,nuclear box,endamageable boogymen,1,,random multi word
10153,brick,building tool,0,english,
85,nuclear box,collect g,1,,strip
227,nuclear box,As a toy for children -> Tower Baun,0,english,
157,tin cans,Introduce a law that requires every public facility that is building a new stair to also offer alternatives for people with mobility impairment e.g. ramps or lifts,1,,didnt understand different dataset
24,trumpet,drop,0,english,
37,pea,cook,0,english,
339847,brick,foz masonry,1,,mispell
101,basket,basket,1,english,
390,stone,promote the use of reusable bags,1,,didnt understand different dataset
39419,can,Waste reservoi,1,,strip
35,bottle,sparkling,1,english,
32,basket,food container,0,english,
10082,brick,foundation of house,0,english,
16,nuclear box,Lunshot shooting,1,,mispell
404305,can,on the ashtray,0,english,
61,stone,Tx build,1,,mispell
35,knife,engrave,0,english,
288,nuclear box,unviolenced's squelchingly telephone,1,,random multi word
44,knife,More prevalent stations,1,,didnt understand different dataset
36376,can,to hide something,0,english,
27,coat hangers,ty spresd,1,,mispell
10061,knife,knife to cut animal or human when they need to,0,english,
44,bed,ant make3n,1,,random multi word
12,belt,,1,,strip
69,chair,furnitXre faLtory,1,,mispell
77,tin cans,Storage,0,english,
11,flute,tomboys,1,,random multi word
10,knife,cut cold cuts,0,english,
10086,brick,bWick oven,1,,mispell
372153,can,Fz F flowerbed,1,,mispell
30129,brick,use it to break things,0,english,
117,tin cans,Save sewing tools,0,english,
111,wheelbarrow,Carry a friend,0,english,
10,pea,maHh,1,,mispell
168,box,sCore excess,1,,mispell
125,knife,Use alternative materials,1,,didnt understand different dataset
163,hair dryer,keep yo,1,,strip
30067,brick,floor,0,english,
30050,brick,breWkinQ W window,1,,mispell
676,brick,w,1,,strip
30011,brick,I have no idea.,1,,dont know
31,tin cans,Uzing Ct Gs T blTckboTrd,1,,mispell
30063,brick,you could use it as a weight  for like a slingshot thing,0,english,
49,trumpet,accumulativeness away,1,,random multi word
208,nuclear box,por eraser,1,,mispell
30049,brick,I don't know,1,,dont know
592498,brick,weapon,0,english,
126,wheelbarrow,As a shopping cart for shopping,0,english,
98,stone,Sidewalk,0,english,
180,knife,scraXe,1,,mispell
107,hair dryer,Try nail polish,0,english,
73435,brick,Mild sound alerts on highways,1,,didnt understand different dataset
174,nuclear box,vase,0,english,
30120,brick,Emergency brake for your car,0,english,
183,hair dryer,pistol dummy,1,english,
272,knife,open and open jam,0,english,
2091,box,Use it as a table by taping it up,0,english,
124,fork,Yoy ckn eap with it,1,,mispell
283,knife,Tunnels,1,,didnt understand different dataset
108,lighter,Turn on c,1,,strip
20115,rope,Beats me.,1,,dont know
100,tin cans,re,1,,strip
336,fork,move food,0,english,
141,fork,to cook,0,english,
407,jar,1 sera,1,,random multi word
189,knife,Mor grte work,1,,mispell
97,nuclear box,Crafts the musical instrument,0,english,
40,fork,can eat noodles,0,english,
176,wheelbarrow,fEower pHt,1,,mispell
249,hair dryer,Blow unpleasant smells,0,english,
93,hair dryer,Suicide,0,english,
190,knife,oodlins,1,,random multi word
49,wardrobe,veterinarian,1,,random multi word
47,nuclear box,color,0,english,
330,stone,apartm,1,,strip
30040,brick,make a door stopper,0,english,
52,tire,for the touer,1,english,
359,jar,Save money,0,english,
44,bed,Develop in infrastructure for public transportation,1,,didnt understand different dataset
28,brick,bonus for people who recycle,1,,didnt understand different dataset
44,tongs,Bend wires,0,english,
175,wheelbarrow,Child transport,0,english,
1,trumpet,guaw,1,,mispell
450846,brick,"idk anymore, sorry man.",1,,dont know
54,shovel,dig out,1,,strip
10,wardrobe,chirm,1,,random multi word
20097,rope,tug of war,0,english,
171,knife,cut hair,0,english,
479347,brick,"for masonry,",0,english,
79,tin cans,unforbiddenly holders,1,,random multi word
98,nuclear box,Raw material,0,english,
128,wheelbarrow,Tra,1,,strip
547765,brick,gelotometer misadventures puritanly,1,,random multi word
151,nuclear box,Sell cloth bags instead that are reusable,1,,didnt understand different dataset
45,trumpet,Pale music,0,english,
52,tire,foA thr touer,1,,mispell
20021,rope,save a life,0,english,
244,belt,Make a style,0,english,
100,nuclear box,MouthpieBe,1,,mispell
519724,brick,more ads about the importance of wearing your seatbelt,1,,didnt understand different dataset
125,knife,Throw in,0,english,
10091,brick,streets,0,english,
42,table,seating,0,english,
3030,hat,Protect the head,0,english,
106,knife,write,1,,strip
30046,brick,weight down papers,0,english,
2177,rope,pet leash,0,english,
80,wheelbarrow,Capry wood,1,,mispell
140,tin cans,Put the trash with it,0,english,
30011,brick,I don't know,1,,dont know
21,hair dryer,dry wet robe,0,english,
34,rope,"I have no idea, lol.",1,,dont know
10230,knife,Plant some trees,1,,didnt understand different dataset
148,knife,As a letter complaint,0,english,
108,glove,protect your hand from heat,0,english,
281,wheelbarrow,Races,0,english,
10235,brick,step,0,english,
109,nuclear box,To mix the color,0,english,
2126,box,pistilloid,1,,random multi word
52,drum,play in a band,0,english,
30047,brick,comdt outwearing a house,1,,random multi word
78,nuclear box,vaagmaer incantatory,1,,random multi word
732,brick,a,1,,strip
30078,brick,geod murderee postmaximal procreating down,1,,random multi word
30132,brick,could use it as a dumbbell and workout with it,0,english,
32,trumpet,Create tones,0,english,
86,knife,seduction,0,english,
143,brick,dance,0,english,
154,wheelbarrow,Sleep in it,0,english,
140,wheelbarrow,scour,1,english,
20155,rope,to play tu,1,,strip
47,nuclear box,CREATE SPACES WHERE TEACHERS CAN COMMUNICATE AND LEARN F,1,,didnt understand different dataset
221,wheelbarrow,for a race,0,english,
773,towel,elevator,1,,didnt understand different dataset
2165,box,fort,0,english,
2122,box,chair,0,english,
186,nuclear box,telephone,0,english,
106,tin cans,Save some foods,0,english,
10235,brick,s,1,,strip
189,knife,For gate work,0,english,
69,chair,Sit,0,english,
30025,brick,I'm not sure.,1,,dont know
30,hat,protect yourself from the sun,0,english,
51,stone,throw through the window,0,english,
177,belt,To hol,1,,strip
2139,rope,Social Inclusion Apps,1,,didnt understand different dataset
31,drum,In a drum group,0,english,
253,hair dryer,"idc anymore, RIP.",1,,dont know
1152,stone,ope,1,,strip
12,flute,gGve awaF,1,,mispell
670,brick,A f,1,,strip
9,lighter,turi Hn H utove or cHndle,1,,mispell
30127,brick,carry it as a weapon,0,english,
18,axe,to cut a tree,0,english,
10001,knife,fishin,1,,strip
205,belt,Tt squeeze,1,,mispell
30,book,browse,0,english,
30023,brick,Speech-to-text,1,,didnt understand different dataset
45,tire,people get discounts for certain times,1,,didnt understand different dataset
287,nuclear box,tznnis,1,,mispell
1799,stone,trained helpers,1,,didnt understand different dataset
2015,box,idc anymore,1,,dont know
234,wheelbarrow,Carry children,0,english,
90,box,op,1,,strip
45,tire,rAbber,1,,mispell
25,bottle,to drink juice,0,english,
241,nuclear box,Musical instrume,1,,strip
73435,brick,construction,0,english,
141,fork,td cooz,1,,mispell
679,brick,"I'm done trying, TBH.",1,,dont know
6,wardrobe,stow,0,english,
129,wheelbarrow,Carry wa,1,,strip
20154,rope,Play tug of war,0,english,
130,knife,eonduct eleltricity,1,,mispell
134,box,moving,0,english,
2085,box,art,0,english,
10145,brick,buiZd R wRlkwRy lr drivewRy,1,,mispell
10144,knife,impartibilibly somebody,1,,random multi word
10153,brick,butlding tXol,1,,mispell
140,wheelbarrow,do shopping like a shopping cart,0,english,
106,knife,write in the sand,0,english,
352495,brick,House,0,english,
1657SISE175,rope,Ropo jump,1,,mispell
64,hair dryer,hBat up,1,,mispell
138,hair dryer,uub ieto tfe uub,1,,mispell
30067,brick,"Not sure, lol.",1,,dont know
2085,box,holds things,0,english,
630,stone,new houses,0,english,
117,tin cans,Save foods,0,english,
249,knife,sound instrument,0,english,
106,tin cans,Save some food,1,,strip
47,stone,I'm drained,1,,dont know
24,tongs,open and close,0,english,
171,knife,kut huir,1,,mispell
141,nuclear box,pr,1,,strip
38,nuclear box,Pencil,0,english,
1799,stone,ground,1,english,
10161,knife,hunting,0,english,
2012,rope,Vision sensor to keep your eyes straight ahead,1,,didnt understand different dataset
1007,chair,mobile,0,english,
10,nuclear box,Captioning Systems,1,,didnt understand different dataset
363,fork,Turning spaghetti,0,english,
6,nuclear box,speckledness protoveratrine,1,,random multi word
96,chair,Hand dryers instead of paper,1,,didnt understand different dataset
35,bicycle,umbrian cooperage,1,,random multi word
32,nuclear box,column,1,english,
43,bed,disassemble,0,english,
9,bottle,with fresh water to r,1,,strip
96,chair,precisely you sit,0,english,
2002,box,cape,1,,mispell
10156,brick,buildingN,1,,mispell
22,shovel,d,1,,strip
1,hair dryer,Dry c,1,,strip
219,nuclear box,Collective tank,0,english,
185,tin cans,Using it in the transplant process,0,english,
50,paprika,put in the fridge,1,english,
732,brick,"idk anymore, sorry mate",1,,dont know
20050,rope,tie someone up with,0,english,
263,wheelbarrow,Children's games,0,english,
105217,brick,To build a fort,0,english,
30104,brick,to smash something,0,english,
86,tin cans,Games forms,0,english,
154,wheelbarrow,Sleep sn qt,1,,mispell
1525TAMA168,rope,Circle,1,english,
2099,rope,lasso something,0,english,
85,nuclear box,collect garbage,0,english,
2,saw,saw,0,english,
77,fork,utepsil,1,,mispell
50,fork,beerhouses food with it,1,,random multi word
170,stone,Tile,0,english,
119,nuclear box,sVlf -defense,1,,mispell
6,nuclear box,scleroscope immerge,1,,random multi word
35,bicycle,walking bike,1,english,
9,basket,fruit,0,english,
555941,brick,"to break the teeth,",0,english,
10102,knife,filet a fish,0,english,
24,axe,Fell trees,0,english,
369107,brick,Windows knocking out,0,english,
10139,brick,building playhouse in backyard,0,english,
9,lighter,Heat something metal,0,english,
116,hair dryer,warm up,0,english,
1216,stone,sta,1,,strip
2107,box,Use it as a table,0,english,
140,wheelbarrow,reyield disentdebitablengle debitablentifederdebitablelist debitable disentdebitablengle cdebitablert,1,,random multi word
118,tire,puncture,0,english,
61,stone,unresonantly yiddishism,1,,random multi word
18,axe,smilemaking,1,,random multi word
190,nuclear box,throwJng floor,1,,mispell
210,wheelbarrow,Offer Boat licences to ordinary citizens,1,,didnt understand different dataset
284,knife,As a sound disc,0,english,
63,brick,Bardes,1,english,
60000,brick,Hitting someon,1,,strip
111,wheelbarrow,crunchingnessrquifoux crunchingness ethinyl,1,,random multi word
152,nuclear box,Store murmur,1,english,
45,axe,break something,0,english,
31,stone,Breaking through,0,english,
4,bed,I'm drained,1,,dont know
354,fork,poke things,0,english,
195,hair dryer,"I have no idea, lol.",1,,dont know
30,book,rehding book,1,,mispell
39419,can,Waste reservoir,0,english,
152,nuclear box,Store m,1,,strip
146,tin cans,Used for kitchen purposes,0,english,
1842,stone,build a hut,0,english,
2052,box,Step Stool,0,english,
10096,brick,"hygrometer whygrometerlkwhygrometery, chromolithographer phygrometertio",1,,random multi word
10144,knife,rob somebody,0,english,
80,bottle,scratchpads a m,1,,random multi word
9,tongs,Pull the nail out of the wall,0,english,
30123,brick,support,0,english,
80,nuclear box,GoVl bhen s1chieÃŸen,1,,mispell
228,hair dryer,fees for cars that pollute a lot,1,,didnt understand different dataset
71,bottle,hold ,1,,strip
39,wheelbarrow,Walk away,0,english,
114,glove,Cover for ,1,,strip
108,nuclear box,Penci,1,,strip
2096,rope,hand cuffs,0,english,
21,hair dryer,"I'm done trying, TBH.",1,,dont know
564679,can,as a utility it,1,,strip
30077,brick,throw it and see if you can break it,0,english,
10082,knife,peel potatoes,0,english,
26,pea,shred,0,english,
185,nuclear box,endamageable boogymen,1,,random multi word
6,book,colourability understrata one's culture,1,,random multi word
10148,knife,scrape,1,,strip
10150,brick,afforded houses,1,,random multi word
181,nuclear box,Build tower,0,english,
372153,can,as a flowerbed,0,english,
